image_id,Full_Caption,Generic_Caption,CLIP_Full,CLIP_Generic,SPECS_Score,Word_Count
sm_1.jpg,"In front of you, there is a white chair positioned on the left side of the image. The chair is empty and appears to be the main focus of the scene. The chair is placed in front of a rack filled with various jackets, which are hanging on a wall. The jackets come in different colors and sizes, creating a diverse and visually interesting display. The arrangement of the jackets and the chair creates a sense of depth and balance in the image.",front is chair positioned side image chair appears focus scene chair placed front rack filled jackets hanging wall jackets come colors sizes creating display arrangement jackets chair creates sense depth balance image,0.37334802746772766,0.30292558670043945,7.042244076728821,83
sm_10.jpg,"In front of you, there is a black chair placed on a white tile floor. The chair is positioned in the center of the room, and it appears to be the main focus of the scene. There is a person standing in the background, taking a picture of the chair. The person is located towards the right side of the room, and their presence adds an element of human interaction to the otherwise empty space.",front is chair placed tile floor chair positioned center room appears focus scene is person standing background taking picture chair person located side room presence adds element interaction space,0.25770431756973267,0.2809939980506897,-2.328968048095703,75
sm_100.jpg,"In the image, there is a man walking in a grocery store, passing by a display of green bottles. The man is wearing a red shirt and blue jeans. The grocery store has a variety of items on display, including a shelf with multiple bottles on it. There is also a person standing near the left edge of the image, possibly browsing the store or waiting for someone. The overall atmosphere of the scene is that of a typical grocery store setting.",image is man walking grocery store passing display bottles man wearing shirt jeans grocery store has variety items display including shelf bottles is person standing edge image browsing store waiting atmosphere scene grocery store setting,0.34221094846725464,0.3140071928501129,2.8203755617141724,82
sm_11.jpg,"In front of you, there is a display of snacks, including chips and crackers, arranged on a shelf. The shelf is filled with various snack items, making it an inviting sight for customers. A person is standing behind the display, possibly attending to customers or managing the snack area. The overall scene appears to be a store or a snack bar where people can purchase and enjoy these tasty treats.",front is display snacks including chips crackers arranged shelf shelf filled snack items making inviting sight customers person standing display attending customers managing snack area scene appears store snack bar people purchase enjoy treats,0.31029030680656433,0.3314584791660309,-2.1168172359466553,70
sm_12.jpg,"As a blind person, you are standing in front of a red cart filled with various snacks. The cart is placed on a tile floor, and there are several shelves on display, each containing different snack options. The shelves are arranged in a way that allows you to easily access and choose from the available snacks. The cart is positioned in the middle of the scene, making it the main focus of the image.",person standing front cart filled snacks cart placed tile floor are shelves display containing snack options shelves arranged way allows access choose snacks cart positioned middle scene making focus image,0.3358220160007477,0.3191952109336853,1.6626805067062378,74
sm_13.jpg,"In the image, there is a woman standing in front of a display of clothing, possibly a store or a market. She is reaching for a shirt hanging on a rack. There are several other people in the scene, some of them standing near the woman and others further away. The environment appears to be a busy area with people shopping or browsing through the available clothing. The woman is focused on selecting a shirt, while the other people are engaged in their own activities. The overall atmosphere seems lively and bustling.",image is woman standing front display clothing store market reaching shirt hanging rack are people scene standing woman others environment appears area people shopping browsing clothing woman focused selecting shirt people engaged activities atmosphere seems,0.3097657561302185,0.3131624758243561,-0.3396719694137573,92
sm_14.jpg,"In front of you, there is a table with various items on it, including a bowl and a handbag. A woman is standing near the table, possibly browsing the items. There are also other people in the scene, some of whom are standing or walking around. The environment appears to be a busy area, possibly a market or a shopping center.",front is table items including bowl handbag woman standing table browsing items are people scene standing walking environment appears area market shopping center,0.3299076557159424,0.31140846014022827,1.8499195575714111,61
sm_15.jpg,"In front of you, there is a store filled with various items. A large display of handbags is prominently featured, with different colors and sizes. Some handbags are placed on a shelf, while others are placed on the floor. There are also suitcases and a clock in the store. There are several people in the store, with one man standing near the handbags and another man standing near the suitcases. A woman is also present in the store, possibly browsing the items or assisting customers. The store appears to be well-stocked and organized, making it an inviting space for shoppers.",front is store filled items display handbags featured colors sizes handbags placed shelf others placed floor are suitcases clock store are people store one man standing handbags man standing suitcases woman store browsing items assisting customers store appears stocked organized making inviting space shoppers,0.32447242736816406,0.2962193489074707,2.825307846069336,100
sm_16.jpg,"In front of you, there is a shoe store with a large display of shoes. The shoes are arranged in rows, with some placed on a shelf and others on the floor. The shoes come in various styles and colors, creating an eye-catching and diverse collection. A person can be seen in the background, possibly browsing the shoe selection or assisting customers. The overall atmosphere of the scene is that of a well-organized and inviting shoe store.",front is shoe store display shoes shoes arranged rows placed shelf others floor shoes come styles colors creating eye catching collection person seen background browsing shoe selection assisting customers atmosphere scene organized inviting shoe store,0.33087626099586487,0.30353015661239624,2.734610438346863,77
sm_17.jpg,"As a blind person, I am standing in a room with a large display of shoes and handbags. The shoes are arranged on shelves, and there are several handbags placed throughout the room. The room appears to be well-lit, and the shoes and handbags are the main objects in the scene. There are no people visible in the image.",person standing room display shoes handbags shoes arranged shelves are handbags placed room room appears lit shoes handbags objects scene are people image,0.3257928490638733,0.3200594186782837,0.57334303855896,59
